indicator,indicator_description,indicator_source,demographic,demographic_description,time_description,time_period,value_description,value,term_description,upper_term,lower_term
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.419,95% Confidence Intervals,0.426,0.411
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.428,95% Confidence Intervals,0.435,0.421
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.434,95% Confidence Intervals,0.443,0.424
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.42,95% Confidence Intervals,0.430,0.410
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.4,95% Confidence Intervals,0.411,0.389
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),All,All,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.406,95% Confidence Intervals,0.417,0.395
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.367,95% Confidence Intervals,0.386,0.348
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.443,95% Confidence Intervals,0.463,0.423
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.372,95% Confidence Intervals,0.384,0.361
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.455,95% Confidence Intervals,0.467,0.442
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.371,95% Confidence Intervals,0.381,0.362
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2015/16,Proportion,0.454,95% Confidence Intervals,0.464,0.444
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.372,95% Confidence Intervals,0.381,0.362
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2016/17,Proportion,0.453,95% Confidence Intervals,0.463,0.443
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.377,95% Confidence Intervals,0.386,0.367
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2017/18,Proportion,0.46,95% Confidence Intervals,0.469,0.450
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.383,95% Confidence Intervals,0.393,0.374
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2018/19,Proportion,0.472,95% Confidence Intervals,0.481,0.463
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.386,95% Confidence Intervals,0.398,0.375
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2019/20,Proportion,0.48,95% Confidence Intervals,0.491,0.468
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.377,95% Confidence Intervals,0.390,0.364
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2020/21,Proportion,0.462,95% Confidence Intervals,0.474,0.450
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.359,95% Confidence Intervals,0.375,0.344
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2021/22,Proportion,0.439,95% Confidence Intervals,0.454,0.425
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Men,Gender,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.363,95% Confidence Intervals,0.379,0.348
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),Women,Gender,"3-year pooled, rolling average period ending in",2022/23,Proportion,0.447,95% Confidence Intervals,0.462,0.433
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),15-24,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.29,95% Confidence Intervals,0.317,0.265
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),25-34,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.56,95% Confidence Intervals,0.589,0.530
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),35-44,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.542,95% Confidence Intervals,0.575,0.508
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),45-54,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.441,95% Confidence Intervals,0.472,0.410
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),55-64,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.343,95% Confidence Intervals,0.377,0.309
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),65-74,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.267,95% Confidence Intervals,0.308,0.230
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),75+,Age group,"3-year pooled, rolling average period ending in",2013/14,Proportion,0.168,95% Confidence Intervals,0.209,0.133
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),15-24,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.305,95% Confidence Intervals,0.323,0.288
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),25-34,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.555,95% Confidence Intervals,0.579,0.531
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),35-44,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.534,95% Confidence Intervals,0.554,0.514
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),45-54,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.457,95% Confidence Intervals,0.478,0.435
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),55-64,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.357,95% Confidence Intervals,0.381,0.334
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),65-74,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.283,95% Confidence Intervals,0.309,0.259
Unmet need for dental health care due to cost,Unmet need for dental health care due to cost in the past 12 months (among adults aged 15+ years with natural teeth),NZ Health Survey (Ministry of Health),75+,Age group,"3-year pooled, rolling average period ending in",2014/15,Proportion,0.184,95% Confidence Intervals,0.219,0.153
